cantonLabel,municipalityLabel,coatOfArmsImage
Canton of Thurgau,Roggwil,http://commons.wikimedia.org/wiki/Special:FilePath/Roggwil%20TG-coat%20of%20arms.svg
Canton of Thurgau,Romanshorn,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Romanshorn.svg
Canton of Thurgau,Salenstein,http://commons.wikimedia.org/wiki/Special:FilePath/Salenstein-blazon.svg
Canton of Thurgau,Salmsach,http://commons.wikimedia.org/wiki/Special:FilePath/Salmsach-blazon.svg
Canton of Thurgau,Schlatt,http://commons.wikimedia.org/wiki/Special:FilePath/Schlatt%20TG-blazon.svg
Canton of Thurgau,Schönholzerswilen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Sch%C3%B6nholzerswilen%20COA.svg
Canton of Thurgau,Sirnach,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Sirnach%20COA.svg
Canton of Thurgau,Sommeri,http://commons.wikimedia.org/wiki/Special:FilePath/Sommeri-blazon.svg
Canton of Thurgau,Steckborn,http://commons.wikimedia.org/wiki/Special:FilePath/Steckborn-blazon.svg
Canton of Thurgau,Stettfurt,http://commons.wikimedia.org/wiki/Special:FilePath/Stettfurt-blazon.svg
Canton of Thurgau,Sulgen,http://commons.wikimedia.org/wiki/Special:FilePath/Sulgen-blazon.svg
Canton of Thurgau,Thundorf,http://commons.wikimedia.org/wiki/Special:FilePath/Thundorf-blazon.svg
Canton of Thurgau,Tobel-Tägerschen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Tobel-T%C3%A4gerschen%20COA.svg
Canton of Thurgau,Tägerwilen,http://commons.wikimedia.org/wiki/Special:FilePath/T%C3%A4gerwilen-blazon.svg
Canton of Thurgau,Uesslingen-Buch,http://commons.wikimedia.org/wiki/Special:FilePath/UesslingenBuch-blazon.svg
Canton of Thurgau,Uttwil,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Uttwil%20COA.svg
Canton of Thurgau,Wagenhausen,http://commons.wikimedia.org/wiki/Special:FilePath/Wagenhausen-blazon.svg
Canton of Thurgau,Warth-Weiningen,http://commons.wikimedia.org/wiki/Special:FilePath/WarthWeiningen-blazon.svg
Canton of Thurgau,Weinfelden,http://commons.wikimedia.org/wiki/Special:FilePath/Weinfelden-blazon.svg
Canton of Thurgau,Wigoltingen,http://commons.wikimedia.org/wiki/Special:FilePath/Wigoltingen-blazon.svg
Canton of Thurgau,Wilen,http://commons.wikimedia.org/wiki/Special:FilePath/Wilen-blazon.svg
Canton of Thurgau,Wuppenau,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Wuppenau%20COA.svg
Canton of Thurgau,Wäldi,http://commons.wikimedia.org/wiki/Special:FilePath/W%C3%A4ldi-blazon.svg
Canton of Thurgau,Wängi,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Waengi.svg
Canton of Thurgau,Zihlschlacht-Sitterdorf,http://commons.wikimedia.org/wiki/Special:FilePath/ZihlschlachtSitterdorf-blazon.svg
Canton of Ticino,Acquarossa,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Acquarossa%20COA.svg
Canton of Ticino,Agno,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Agno%20COA.svg
Canton of Ticino,Airolo,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Airolo%20COA.svg
Canton of Ticino,Alto Malcantone,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Alto%20Malcantone%20COA.svg
Canton of Ticino,Aranno,http://commons.wikimedia.org/wiki/Special:FilePath/Aranno-coat%20of%20arms.svg
Canton of Ticino,Arbedo-Castione,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Arbedo-Castione%20COA.svg
Canton of Ticino,Arogno,http://commons.wikimedia.org/wiki/Special:FilePath/Arogno-coat%20of%20arms.svg
Canton of Ticino,Ascona,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ascona%20COA.svg
Canton of Ticino,Avegno Gordevio,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Avegno%20Gordevio%20COA.svg
Canton of Ticino,Balerna,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Balerna%20COA.svg
Canton of Ticino,Bedano,http://commons.wikimedia.org/wiki/Special:FilePath/Bedano-coat%20of%20arms.svg
Canton of Ticino,Bedretto,http://commons.wikimedia.org/wiki/Special:FilePath/Bedretto-coat%20of%20arms.svg
Canton of Ticino,Bellinzona,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bellinzona%20COA-02.svg
Canton of Ticino,Biasca,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Biasca%20TI%20COA.svg
Canton of Ticino,Bioggio,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bioggio%20COA.svg
Canton of Ticino,Bissone,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bissone%20COA.svg
Canton of Ticino,Blenio,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Blenio%20COA.svg
Canton of Ticino,Bosco/Gurin,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bosco-Gurin%20COA.svg
Canton of Ticino,Breggia,http://commons.wikimedia.org/wiki/Special:FilePath/Breggia%20CoA.png
Canton of Ticino,Brione sopra Minusio,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Brione%20sopra%20Minusio%20TI%20COA.svg
Canton of Ticino,Brissago,http://commons.wikimedia.org/wiki/Special:FilePath/Brissago-coat%20of%20arms.svg
Canton of Ticino,Brusino Arsizio,http://commons.wikimedia.org/wiki/Special:FilePath/BrusinoArsizio-coat%20of%20arms.svg
Canton of Ticino,Cademario,http://commons.wikimedia.org/wiki/Special:FilePath/Cademario-coat%20of%20arms.svg
Canton of Ticino,Cadempino,http://commons.wikimedia.org/wiki/Special:FilePath/Cadempino-coat%20of%20arms.svg
Canton of Ticino,Cadenazzo,http://commons.wikimedia.org/wiki/Special:FilePath/Cadenazzo-coat%20of%20arms.svg
Canton of Ticino,Campo (Vallemaggia),http://commons.wikimedia.org/wiki/Special:FilePath/Campo%28Vallemaggia%29-coat%20of%20arms.svg
Canton of Ticino,Canobbio,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Canobbio%20COA.svg
Canton of Ticino,Capriasca,http://commons.wikimedia.org/wiki/Special:FilePath/Capriasca-coat%20of%20arms.svg
Canton of Ticino,Caslano,http://commons.wikimedia.org/wiki/Special:FilePath/Caslano-coat%20of%20arms.svg
Canton of Ticino,Castel San Pietro,http://commons.wikimedia.org/wiki/Special:FilePath/CastelSanPietro-coat%20of%20arms.svg
Canton of Ticino,Centovalli,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Centovalli%20TI%20COA.png
Canton of Ticino,Cerentino,http://commons.wikimedia.org/wiki/Special:FilePath/Cerentino-coat%20of%20arms.svg
Canton of Ticino,Cevio,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cevio%20COA.svg
Canton of Ticino,Chiasso,http://commons.wikimedia.org/wiki/Special:FilePath/Chiasso-coat%20of%20arms.svg
Canton of Ticino,Coldrerio,http://commons.wikimedia.org/wiki/Special:FilePath/Coldrerio-coat%20of%20arms.svg
Canton of Ticino,Collina d'Oro,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Collina%20d%27Oro%20COA.svg
Canton of Ticino,Comano,http://commons.wikimedia.org/wiki/Special:FilePath/Comano-coat%20of%20arms.svg
Canton of Ticino,Cugnasco-Gerra,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Cugnasco-Gerra%20COA.svg
Canton of Ticino,Cureglia,http://commons.wikimedia.org/wiki/Special:FilePath/Cureglia-coat%20of%20arms.svg
Canton of Ticino,Dalpe,http://commons.wikimedia.org/wiki/Special:FilePath/Dalpe-coat%20of%20arms.svg
Canton of Ticino,Faido,http://commons.wikimedia.org/wiki/Special:FilePath/Faido-coat%20of%20arms.svg
Canton of Ticino,Gambarogno,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gambarogno%20TI%20COA.svg
Canton of Ticino,Giornico,http://commons.wikimedia.org/wiki/Special:FilePath/Giornico-coat%20of%20arms.svg
Canton of Ticino,Gordola,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Gordola%20COA.svg
Canton of Ticino,Gorduno,http://commons.wikimedia.org/wiki/Special:FilePath/Gorduno-coat%20of%20arms.svg
Canton of Ticino,Grancia,http://commons.wikimedia.org/wiki/Special:FilePath/Grancia-coat%20of%20arms.svg
Canton of Ticino,Gravesano,http://commons.wikimedia.org/wiki/Special:FilePath/Gravesano-coat%20of%20arms.svg
Canton of Ticino,Isone,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Isone%20COA.svg
Canton of Ticino,Isorno,http://commons.wikimedia.org/wiki/Special:FilePath/Isorno-coat%20of%20arms.svg
Canton of Ticino,Lamone,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lamone%20COA.svg
Canton of Ticino,Lavertezzo,http://commons.wikimedia.org/wiki/Special:FilePath/Lavertezzo-coat%20of%20arms.svg
Canton of Ticino,Lavizzara,http://commons.wikimedia.org/wiki/Special:FilePath/Lavizzara-coat%20of%20arms.svg
Canton of Ticino,Lema,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lema%20COA.svg
Canton of Ticino,Linescio,http://commons.wikimedia.org/wiki/Special:FilePath/Linescio-coat%20of%20arms.svg
Canton of Ticino,Locarno,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Locarno%20COA.svg
Canton of Ticino,Losone,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Losone%20COA.svg
Canton of Ticino,Lugano,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Lugano%20COA.svg
Canton of Ticino,Lumino,http://commons.wikimedia.org/wiki/Special:FilePath/Lumino-coat%20of%20arms.svg
Canton of Ticino,Maggia,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Maggia%20COA.svg
Canton of Ticino,Magliaso,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Magliaso%20COA.svg
Canton of Ticino,Manno,http://commons.wikimedia.org/wiki/Special:FilePath/Manno-coat%20of%20arms.svg
Canton of Ticino,Massagno,http://commons.wikimedia.org/wiki/Special:FilePath/Massagno-coat%20of%20arms.svg
Canton of Ticino,Melide,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Melide%20COA.svg
Canton of Ticino,Mendrisio,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mendrisio%20COA.svg
Canton of Ticino,Mergoscia,http://commons.wikimedia.org/wiki/Special:FilePath/Mergoscia-coat%20of%20arms.svg
Canton of Ticino,Mezzovico-Vira,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Mezzovico-Vira%20COA.svg
Canton of Ticino,Minusio,http://commons.wikimedia.org/wiki/Special:FilePath/Minusio-coat%20of%20arms.svg
Canton of Ticino,Moghegno,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20Moghegno%20Tessin%20Suisse.svg
Canton of Ticino,Monte Carasso,http://commons.wikimedia.org/wiki/Special:FilePath/MonteCarasso-coat%20of%20arms.svg
Canton of Ticino,Monteceneri,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Monteceneri%20COA.svg
Canton of Ticino,Morbio Inferiore,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Morbio%20Inferiore%20TI%20COA.svg
Canton of Ticino,Morbio Superiore,http://commons.wikimedia.org/wiki/Special:FilePath/MorbioSuperiore-coat%20of%20arms.svg
Canton of Ticino,Morcote,
Canton of Ticino,Muggio,http://commons.wikimedia.org/wiki/Special:FilePath/Muggio-coat%20of%20arms.svg
Canton of Ticino,Muralto,http://commons.wikimedia.org/wiki/Special:FilePath/Muralto-coat%20of%20arms.svg
Canton of Ticino,Muzzano,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Muzzano%20COA.svg
Canton of Ticino,Neggio,http://commons.wikimedia.org/wiki/Special:FilePath/Neggio-coat%20of%20arms.svg
Canton of Ticino,Novazzano,http://commons.wikimedia.org/wiki/Special:FilePath/Novazzano-blason.svg
Canton of Ticino,Onsernone,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Onsernone%20COA.svg
Canton of Ticino,Origlio,http://commons.wikimedia.org/wiki/Special:FilePath/Origlio-coat%20of%20arms.svg
Canton of Ticino,Orselina,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Orselina%20COA.svg
Canton of Ticino,Pambio-Noranco,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Pambio-Noranco%20COA.svg
Canton of Ticino,Paradiso,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Paradiso%20COA.svg
Canton of Ticino,Personico,http://commons.wikimedia.org/wiki/Special:FilePath/Personico-coat%20of%20arms.svg
Canton of Ticino,Pollegio,http://commons.wikimedia.org/wiki/Special:FilePath/Pollegio-coat%20of%20arms.svg
Canton of Ticino,Ponte Capriasca,http://commons.wikimedia.org/wiki/Special:FilePath/PonteCapriasca-coat%20of%20arms.svg
Canton of Ticino,Porza,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Porza%20COA.svg
Canton of Ticino,Prato-Sornico,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Prato-Sornico%20COA.png
Canton of Ticino,Pura,http://commons.wikimedia.org/wiki/Special:FilePath/Pura-coat%20of%20arms.svg
Canton of Ticino,Quinto,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Quinto%20COA.svg
Canton of Ticino,Riva San Vitale,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Riva%20San%20Vitale%20COA.svg
Canton of Ticino,Riviera,http://commons.wikimedia.org/wiki/Special:FilePath/Blason%20de%20Riviera%20%28Tessin%29.svg
Canton of Ticino,Ronco sopra Ascona,http://commons.wikimedia.org/wiki/Special:FilePath/RoncoSopraAscona-coat%20of%20arms.svg
Canton of Ticino,Sant'Antonino,http://commons.wikimedia.org/wiki/Special:FilePath/SantAntonino-coat%20of%20arms.svg
Canton of Ticino,Savosa,http://commons.wikimedia.org/wiki/Special:FilePath/Savosa-coat%20of%20arms.svg
Canton of Ticino,Serravalle,http://commons.wikimedia.org/wiki/Special:FilePath/Serravalle%20stemma.png
Canton of Ticino,Sorengo,http://commons.wikimedia.org/wiki/Special:FilePath/Sorengo-coat%20of%20arms.svg
Canton of Ticino,Stabio,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Stabio%20COA.svg
Canton of Ticino,Tenero-Contra,http://commons.wikimedia.org/wiki/Special:FilePath/Tenero-Contra-coat%20of%20arms.svg
Canton of Ticino,Terre di Pedemonte,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Terre%20di%20Pedemonte%20COA.svg
Canton of Ticino,Torricella-Taverne,http://commons.wikimedia.org/wiki/Special:FilePath/Torricella-Taverne-coat%20of%20arms.svg
Canton of Ticino,Tresa,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Tresa%20COA.svg
Canton of Ticino,Vacallo,http://commons.wikimedia.org/wiki/Special:FilePath/Vacallo-coat%20of%20arms.svg
Canton of Ticino,Val Mara,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Val%20Mara%20TI%20COA.svg
Canton of Ticino,Vernate,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Vernate%20COA.svg
Canton of Ticino,Verzasca,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Verzasca%20TI%20COA.svg
Canton of Ticino,Vezia,http://commons.wikimedia.org/wiki/Special:FilePath/Vezia-coat%20of%20arms.svg
Canton of Ticino,Vico Morcote,http://commons.wikimedia.org/wiki/Special:FilePath/VicoMorcote-coat%20of%20arms.svg
Canton of Uri,Altdorf,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Altdorf%20COA.svg
Canton of Uri,Andermatt,http://commons.wikimedia.org/wiki/Special:FilePath/Andermatt-coat%20of%20arms.svg
Canton of Uri,Attinghausen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Attinghausen%20COA.svg
Canton of Uri,Bürglen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20B%C3%BCrglen%20UR.svg
Canton of Uri,Erstfeld,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Erstfeld%20COA.svg
Canton of Uri,Flüelen,http://commons.wikimedia.org/wiki/Special:FilePath/Fl%C3%BCelen-coat%20of%20arms.svg
Canton of Uri,Gurtnellen,http://commons.wikimedia.org/wiki/Special:FilePath/Gurtnellen%20Wappen.svg
Canton of Uri,Göschenen,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%B6schenen-coat%20of%20arms.svg
Canton of Uri,Hospental,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Hospental.svg
Canton of Uri,Isenthal,http://commons.wikimedia.org/wiki/Special:FilePath/Isenthal-coat%20of%20arms.svg
Canton of Uri,Realp,http://commons.wikimedia.org/wiki/Special:FilePath/Realp-coat%20of%20arms.svg
Canton of Uri,Schattdorf,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Schattdorf.svg
Canton of Uri,Seedorf,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Seedorf%20UR%20COA.svg
Canton of Uri,Seelisberg,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Seelisberg%20UR.svg
Canton of Uri,Silenen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Silenen.svg
Canton of Uri,Sisikon,http://commons.wikimedia.org/wiki/Special:FilePath/Sisikon-coat%20of%20arms.svg
Canton of Uri,Spiringen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Spiringen%20COA.svg
Canton of Uri,Unterschächen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Unterschaechen%20COA.svg
Canton of Uri,Wassen,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Wassen.svg
Canton of Valais,Agarn,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Agarn%20COA.svg
Canton of Valais,Albinen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Albinen%20COA%20alt.svg
Canton of Valais,Anniviers,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Anniviers%20COA.svg
Canton of Valais,Arbaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Arbaz%20COA.svg
Canton of Valais,Ardon,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ardon%20COA.svg
Canton of Valais,Ausserberg,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ausserberg%20COA.svg
Canton of Valais,Ayent,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ayent%20COA.svg
Canton of Valais,Baltschieder,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Baltschieder%20COA.svg
Canton of Valais,Bellwald,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bellwald%20COA.svg
Canton of Valais,Bettmeralp,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Betten%20COA.svg
Canton of Valais,Binn,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Binn%20COA.svg
Canton of Valais,Bister,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bister%20COA.svg
Canton of Valais,Bitsch,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bitsch%20COA.svg
Canton of Valais,Blatten,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Blatten%20COA.svg
Canton of Valais,Bourg-Saint-Pierre,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bourg-Saint-Pierre%20COA.svg
Canton of Valais,Bovernier,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Bovernier%20COA.svg
Canton of Valais,Brig-Glis,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Brig-Glis%20COA.svg
Canton of Valais,Bürchen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20B%C3%BCrchen%20COA%20alt.svg
Canton of Valais,Chalais,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Chalais%20COA.svg
Canton of Valais,Chamoson,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Chamoson%20COA.svg
Canton of Valais,Champéry,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Champ%C3%A9ry%20COA.svg
Canton of Valais,Chippis,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Chippis%20COA.svg
Canton of Valais,Collombey-Muraz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Collombey-Muraz%20COA.svg
Canton of Valais,Collonges,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Collonges%20COA.svg
Canton of Valais,Conthey,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Conthey%20COA.svg
Canton of Valais,Crans-Montana,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Crans-Montana%20COA.svg
Canton of Valais,Dorénaz,http://commons.wikimedia.org/wiki/Special:FilePath/Dor%C3%A9naz-blazon.svg
Canton of Valais,Eggerberg,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Eggerberg%20COA.svg
Canton of Valais,Eischoll,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Eischoll%20COA.svg
Canton of Valais,Eisten,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Eisten%20COA.svg
Canton of Valais,Embd,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Embd%20COA.svg
Canton of Valais,Ergisch,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ergisch%20COA.svg
Canton of Valais,Ernen,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ernen%20COA%20alt.svg
Canton of Valais,Evionnaz,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Evionnaz%20COA.svg
Canton of Valais,Evolène,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Evol%C3%A8ne%20COA.svg
Canton of Valais,Ferden,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Ferden%20COA.svg
Canton of Valais,Fiesch,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Fiesch%20COA.svg
Canton of Valais,Fieschertal,http://commons.wikimedia.org/wiki/Special:FilePath/CHE%20Fieschertal%20COA.svg
